DBN,School Name,School Type,Student Achievement - Section Rating,Student Achievement - Section Score,Metric Rating - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,N count - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Black or Hispanic Males in Lowest Third Citywide,"Metric Rating - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","N count - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Percent of Enrollment - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Population Percent of Range - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Value - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Approaching Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Meeting Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Exceeding Target For 2019 - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS","Metric Score - 4-Year Graduation Rate - Self-Contained, Integrated Co-Teaching, or SETSS",Metric Rating - 4-Year Graduation Rate - English Language Learners,N count - 4-Year Graduation Rate - English Language Learners,Percent of Enrollment - 4-Year Graduation Rate - English Language Learners,Population Percent of Range - 4-Year Graduation Rate - English Language Learners,Metric Value - 4-Year Graduation Rate - English Language Learners,Approaching Target For 2019 - 4-Year Graduation Rate - English Language Learners,Meeting Target For 2019 - 4-Year Graduation Rate - English Language Learners,Exceeding Target For 2019 - 4-Year Graduation Rate - English Language Learners,Metric Score - 4-Year Graduation Rate - English Language Learners,Metric Rating - 4-Year Graduation Rate - Lowest Third Citywide,N count - 4-Year Graduation Rate - Lowest Third Citywide,Percent of Enrollment - 4-Year Graduation Rate - Lowest Third Citywide,Population Percent of Range - 4-Year Graduation Rate - Lowest Third Citywide,Metric Value - 4-Year Graduation Rate - Lowest Third Citywide,Approaching Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Meeting Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Exceeding Target For 2019 - 4-Year Graduation Rate - Lowest Third Citywide,Metric Score - 4-Year Graduation Rate - Lowest Third Citywide,"Metric Rating - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","N count - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Percent of Enrollment - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Population Percent of Range - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Value - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Approaching Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Meeting Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Exceeding Target For 2019 - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Score - Postsecondary Enrollment Rate - 6 Months, Lowest Third Citywide","Metric Rating - College and Career Preparatory Course Index, Lowest Third Citywide","N count - College and Career Preparatory Course Index, Lowest Third Citywide","Percent of Enrollment - College and Career Preparatory Course Index, Lowest Third Citywide","Population Percent of Range - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Value - College and Career Preparatory Course Index, Lowest Third Citywide","Approaching Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Meeting Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Exceeding Target For 2019 - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Score - College and Career Preparatory Course Index, Lowest Third Citywide","Metric Rating - 4-Year College Readiness Index, Lowest Third Citywide","N count - 4-Year College Readiness Index, Lowest Third Citywide","Percent of Enrollment - 4-Year College Readiness Index, Lowest Third Citywide","Population Percent of Range - 4-Year College Readiness Index, Lowest Third Citywide","Metric Value - 4-Year College Readiness Index, Lowest Third Citywide","Approaching Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Meeting Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Exceeding Target For 2019 - 4-Year College Readiness Index, Lowest Third Citywide","Metric Score - 4-Year College Readiness Index, Lowest Third Citywide",Metric Rating - College Persistence,N count - College Persistence,Metric Value - College Persistence,Approaching Target For 2019 - College Persistence,Meeting Target For 2019 - College Persistence,Exceeding Target For 2019 - College Persistence,Metric Score - College Persistence
09X263,Validus Preparatory Academy,High School,Meeting Target,3.01,Approaching Target,24,24.5%,55.3%,37.5%,32.7%,50.1%,63.4%,2.28,Meeting Target,23,23.5%,59.6%,56.5%,40.5%,55.3%,66.7%,3.11,Approaching Target,19,19.4%,32.5%,57.9%,50.3%,67.9%,77.7%,2.43,Approaching Target,49,50.0%,66.7%,57.1%,43.5%,58.9%,67.8%,2.88,Exceeding Target,48,53.3%,71.3%,43.8%,20.6%,31.6%,42.1%,4.10,Meeting Target,49,50.0%,66.7%,13.3%,5.0%,10.4%,17.7%,3.40,Meeting Target,49,50.0%,66.7%,18.4%,7.9%,16.0%,21.1%,3.47,Exceeding Target,99,48.4%,26.1%,34.1%,40.9%,4.63
09X297,Morris Academy for Collaborative Studies,High School,Meeting Target,3.96,Meeting Target,29,34.5%,77.9%,62.1%,36.9%,54.3%,67.6%,3.59,Exceeding Target,25,29.8%,75.6%,80.0%,37.8%,52.6%,64.0%,4.98,Meeting Target,23,27.4%,45.9%,69.6%,43.1%,60.7%,70.5%,3.91,Exceeding Target,52,61.9%,82.5%,71.2%,45.2%,60.6%,69.5%,4.09,Approaching Target,51,56.7%,75.8%,33.3%,23.4%,34.4%,44.9%,2.90,Exceeding Target,52,61.9%,82.5%,19.2%,5.0%,10.3%,17.5%,4.13,Exceeding Target,52,61.9%,82.5%,32.7%,7.6%,15.4%,20.3%,4.99,Exceeding Target,101,40.1%,23.4%,31.4%,38.2%,4.16
09X324,Bronx Early College Academy for Teaching & Learnin,High School,Meeting Target,3.97,,5,7.9%,17.8%,100.0%,54.9%,70.8%,83.0%,.,,2,3.2%,8.1%,N<10,69.8%,80.3%,88.4%,.,,4,6.3%,10.6%,N<10,60.8%,76.8%,85.7%,.,Exceeding Target,12,19.0%,25.3%,100.0%,62.4%,76.0%,83.8%,4.99,Approaching Target,21,34.4%,46.0%,42.9%,37.6%,48.6%,59.1%,2.48,Exceeding Target,12,19.0%,25.3%,100.0%,5.0%,16.9%,28.7%,4.99,Approaching Target,12,19.0%,25.3%,33.3%,21.4%,34.9%,43.5%,2.88,Exceeding Target,78,66.6%,45.5%,53.5%,60.3%,4.53
09X327,Comprehensive Model School Project M.S. 327,High School,Meeting Target,3.06,Meeting Target,15,12.4%,28.0%,60.0%,35.3%,52.7%,66.0%,3.55,Meeting Target,33,27.3%,69.3%,69.7%,48.8%,63.6%,75.0%,3.54,Approaching Target,19,15.7%,26.3%,63.2%,48.8%,66.4%,76.2%,2.82,Meeting Target,25,20.7%,27.6%,64.0%,42.4%,57.8%,66.7%,3.70,Meeting Target,22,21.2%,28.3%,40.9%,28.7%,39.7%,50.2%,3.11,Approaching Target,25,20.7%,27.6%,8.0%,5.0%,10.0%,16.0%,2.60,Approaching Target,25,20.7%,27.6%,12.0%,7.2%,14.5%,19.2%,2.66,Meeting Target,113,59.3%,45.2%,53.2%,60.0%,3.90
09X329,DreamYard Preparatory School,High School,Meeting Target,3.28,Meeting Target,15,23.8%,53.7%,53.3%,28.7%,46.1%,59.4%,3.54,Exceeding Target,14,22.2%,56.3%,57.1%,28.1%,42.9%,54.3%,4.17,Approaching Target,19,30.2%,50.6%,57.9%,52.5%,70.1%,79.9%,2.31,Approaching Target,32,50.8%,67.7%,43.8%,35.4%,50.8%,59.7%,2.55,Not Meeting Target,44,58.7%,78.5%,13.6%,15.3%,23.5%,31.4%,1.89,Approaching Target,32,50.8%,67.7%,6.3%,5.0%,10.0%,15.0%,2.26,Meeting Target,32,50.8%,67.7%,15.6%,6.0%,12.1%,16.0%,3.90,Exceeding Target,78,42.3%,23.1%,31.1%,37.9%,4.37
09X365,Academy for Language and Technology,High School,Exceeding Target,4.75,Exceeding Target,22,30.1%,67.9%,95.5%,25.7%,43.1%,56.4%,4.99,,8,11.0%,27.9%,N<10,40.2%,55.0%,66.4%,.,Exceeding Target,73,100.0%,100.0%,98.6%,58.2%,75.2%,84.7%,4.91,Exceeding Target,47,64.4%,85.9%,97.9%,36.6%,52.0%,60.9%,4.99,Exceeding Target,35,46.7%,62.4%,60.0%,20.8%,31.8%,42.3%,4.99,Exceeding Target,47,64.4%,85.9%,95.7%,6.2%,21.9%,37.2%,4.99,Exceeding Target,47,64.4%,85.9%,31.9%,8.0%,16.2%,21.4%,4.94,Exceeding Target,76,63.2%,37.0%,45.0%,51.8%,4.96
09X403,Bronx International High School,High School,Exceeding Target,4.08,Exceeding Target,18,19.1%,43.1%,55.6%,20.0%,33.1%,46.4%,4.50,,3,3.2%,8.1%,N<10,.,.,.,.,Exceeding Target,94,100.0%,100.0%,75.5%,46.3%,63.9%,73.7%,4.11,Exceeding Target,61,64.9%,86.5%,65.6%,26.8%,42.2%,51.1%,4.79,Approaching Target,69,69.7%,93.2%,29.0%,19.4%,29.9%,39.9%,2.91,Meeting Target,61,64.9%,86.5%,24.6%,5.0%,16.9%,28.8%,3.65,Exceeding Target,61,64.9%,86.5%,27.9%,7.1%,14.3%,18.9%,4.91,Exceeding Target,81,46.9%,25.3%,33.3%,40.1%,4.57
09X404,School for Excellence,High School,Meeting Target,3.01,Meeting Target,38,40.4%,91.2%,47.4%,28.2%,45.6%,58.9%,3.14,Not Meeting Target,28,29.8%,75.6%,35.7%,38.6%,53.4%,64.8%,1.83,Exceeding Target,32,34.0%,57.0%,68.8%,34.6%,52.2%,62.0%,4.43,Approaching Target,63,67.0%,89.3%,47.6%,35.8%,51.2%,60.1%,2.77,Meeting Target,43,51.2%,68.4%,30.2%,17.5%,26.9%,35.9%,3.37,Not Meeting Target,63,67.0%,89.3%,4.0%,5.0%,10.0%,15.0%,1.80,Exceeding Target,63,67.0%,89.3%,15.9%,4.7%,9.5%,12.6%,4.50,Meeting Target,95,31.6%,19.6%,27.6%,34.4%,3.59
09X412,Bronx High School of Business,High School,Meeting Target,3.16,Approaching Target,15,25.9%,58.5%,40.0%,38.5%,55.9%,69.2%,2.09,Approaching Target,12,20.7%,52.5%,41.7%,38.2%,53.0%,64.4%,2.24,Meeting Target,32,55.2%,92.5%,68.8%,49.6%,67.2%,77.0%,3.16,Not Meeting Target,27,46.6%,62.1%,40.7%,44.5%,59.9%,68.8%,1.79,Approaching Target,24,36.4%,48.7%,29.2%,20.7%,31.7%,42.2%,2.77,Approaching Target,27,46.6%,62.1%,7.4%,5.0%,10.0%,15.0%,2.48,Meeting Target,27,46.6%,62.1%,14.8%,6.7%,13.6%,18.0%,3.27,Meeting Target,54,35.2%,23.8%,31.8%,38.6%,3.50
09X413,Bronx High School for Medical Science,High School,Meeting Target,3.28,Approaching Target,12,17.9%,40.4%,50.0%,47.2%,64.6%,77.9%,2.16,,9,13.4%,34.0%,N<10,44.4%,59.2%,70.6%,.,,6,9.0%,15.1%,N<10,58.3%,75.3%,84.8%,.,Not Meeting Target,18,26.9%,35.9%,55.6%,57.3%,72.7%,81.6%,1.90,Approaching Target,18,26.5%,35.4%,33.3%,28.9%,39.9%,50.4%,2.40,Meeting Target,18,26.9%,35.9%,16.7%,5.0%,13.5%,22.9%,3.34,Approaching Target,18,26.9%,35.9%,16.7%,12.0%,24.3%,32.0%,2.38,Exceeding Target,66,71.2%,50.9%,58.9%,65.7%,4.46
09X505,"Bronx School for Law, Government and Justice",High School,Meeting Target,3.10,,14,10.9%,24.6%,42.9%,39.8%,57.2%,70.5%,.,Approaching Target,24,18.6%,47.2%,62.5%,59.6%,73.7%,84.5%,2.21,Approaching Target,22,17.1%,28.6%,63.6%,53.5%,71.1%,80.9%,2.57,,22,17.1%,22.8%,50.0%,48.8%,64.2%,73.1%,.,Meeting Target,27,20.5%,27.4%,44.4%,29.0%,40.0%,50.5%,3.42,,22,17.1%,22.8%,9.1%,5.0%,10.7%,18.3%,.,,22,17.1%,22.8%,22.7%,9.5%,19.2%,25.3%,.,Meeting Target,119,58.8%,44.5%,52.5%,59.3%,3.93
09X517,Frederick Douglass Academy III Secondary School,High School,Meeting Target,3.84,Exceeding Target,30,28.0%,63.2%,60.0%,22.7%,40.1%,53.4%,4.36,Meeting Target,22,20.6%,52.3%,40.9%,24.3%,39.1%,50.5%,3.16,Exceeding Target,20,18.7%,31.3%,70.0%,37.2%,54.8%,64.6%,4.34,Exceeding Target,64,59.8%,79.7%,57.8%,31.4%,46.8%,55.7%,4.11,Meeting Target,68,60.7%,81.1%,29.4%,16.7%,25.6%,34.2%,3.44,Exceeding Target,64,59.8%,79.7%,17.2%,5.0%,10.0%,15.0%,4.99,Exceeding Target,64,59.8%,79.7%,29.7%,4.7%,9.5%,12.6%,4.99,Meeting Target,105,39.8%,26.1%,34.1%,40.9%,3.84
09X525,Bronx Leadership Academy High School,High School,Approaching Target,2.56,Approaching Target,47,33.1%,74.7%,44.7%,35.5%,52.9%,66.2%,2.53,Meeting Target,36,25.4%,64.5%,50.0%,33.5%,48.3%,59.7%,3.15,Approaching Target,51,35.9%,60.1%,45.1%,44.7%,62.3%,72.1%,2.02,Approaching Target,80,56.3%,75.1%,46.3%,44.0%,59.4%,68.3%,2.15,Meeting Target,84,58.3%,77.9%,32.1%,19.8%,30.4%,40.6%,3.17,Not Meeting Target,80,56.3%,75.1%,1.9%,5.0%,10.2%,17.3%,1.38,Approaching Target,80,56.3%,75.1%,12.5%,7.2%,14.6%,19.3%,2.72,Approaching Target,147,33.3%,26.0%,34.0%,40.8%,2.91
09X543,High School for Violin and Dance,High School,Approaching Target,2.74,Not Meeting Target,7,11.7%,26.4%,0.0%,32.0%,49.4%,62.7%,1.00,Not Meeting Target,11,18.3%,46.4%,9.1%,41.3%,56.1%,67.5%,1.00,Exceeding Target,15,25.0%,41.9%,73.3%,35.4%,53.0%,62.8%,4.67,Approaching Target,30,50.0%,66.7%,43.3%,38.2%,53.6%,62.5%,2.33,Meeting Target,66,66.7%,89.2%,34.8%,17.1%,26.3%,35.1%,3.97,Not Meeting Target,30,50.0%,66.7%,0.0%,5.0%,10.0%,15.0%,1.00,Approaching Target,30,50.0%,66.7%,10.0%,5.1%,10.3%,13.6%,2.94,Meeting Target,76,38.2%,25.7%,33.7%,40.5%,3.66
09X564,Claremont International HS,High School,Meeting Target,3.83,,9,10.8%,24.4%,77.8%,20.0%,30.0%,40.0%,.,,3,3.6%,9.1%,N<10,.,.,.,.,Exceeding Target,81,97.6%,100.0%,82.7%,44.9%,62.5%,72.3%,4.66,Exceeding Target,33,39.8%,53.1%,72.7%,20.0%,33.1%,42.0%,4.99,Not Meeting Target,34,39.1%,52.3%,14.7%,22.6%,33.6%,44.1%,1.61,Exceeding Target,33,39.8%,53.1%,34.8%,5.0%,13.9%,23.7%,4.64,Exceeding Target,33,39.8%,53.1%,27.3%,4.6%,9.3%,12.3%,4.99,Meeting Target,95,33.6%,22.6%,30.6%,37.4%,3.44
09X568,Young Women's Leadership School of the Bronx,High School,Meeting Target,3.78,,.,0.0%,0.0%,N<5,54.1%,70.3%,82.7%,.,Exceeding Target,11,17.2%,43.7%,90.9%,64.2%,76.7%,86.2%,4.34,,3,4.7%,7.9%,N<10,60.3%,76.5%,85.5%,.,,11,17.2%,22.9%,81.8%,61.9%,75.7%,83.6%,.,,.,0.0%,0.0%,N<5,.,.,.,.,,11,17.2%,22.9%,0.0%,5.0%,16.1%,27.4%,.,,11,17.2%,22.9%,18.2%,12.9%,26.0%,34.4%,.,,.,N<15,.,.,.,.
10X141,Riverdale / Kingsbridge Academy (Middle School / H,High School,Meeting Target,3.74,Meeting Target,18,11.3%,25.5%,77.8%,51.1%,68.4%,81.6%,3.71,Meeting Target,39,24.4%,61.9%,84.6%,63.0%,75.9%,85.8%,3.88,,11,6.9%,11.6%,72.7%,63.9%,78.6%,86.8%,.,Meeting Target,37,23.1%,30.8%,75.7%,60.3%,74.7%,82.9%,3.12,Exceeding Target,48,25.3%,33.8%,60.4%,35.7%,46.7%,57.2%,4.19,Approaching Target,37,23.1%,30.8%,14.9%,6.5%,22.9%,39.0%,2.51,Exceeding Target,37,23.1%,30.8%,29.7%,10.2%,20.7%,27.3%,4.17,Exceeding Target,158,72.2%,57.1%,65.1%,71.9%,4.03
10X213,Bronx Engineering and Technology Academy,High School,Approaching Target,2.53,Meeting Target,36,36.7%,82.8%,66.7%,42.1%,59.5%,72.8%,3.54,Meeting Target,27,27.6%,70.1%,66.7%,49.5%,64.3%,75.7%,3.21,,13,13.3%,22.3%,76.9%,54.5%,72.1%,81.9%,.,Approaching Target,46,46.9%,62.5%,63.0%,50.9%,66.3%,75.2%,2.79,Approaching Target,47,50.0%,66.8%,34.0%,28.2%,39.2%,49.7%,2.53,Meeting Target,46,46.9%,62.5%,16.3%,5.0%,10.5%,17.9%,3.78,Approaching Target,46,46.9%,62.5%,15.2%,8.7%,17.6%,23.2%,2.73,Meeting Target,81,42.0%,32.5%,40.5%,47.3%,3.22
10X225,Theatre Arts Production Company School,High School,Approaching Target,2.60,,4,4.9%,11.1%,N<5,51.4%,68.6%,81.7%,.,Approaching Target,29,35.4%,89.8%,72.4%,59.8%,73.8%,84.5%,2.90,,4,4.9%,8.2%,N<10,58.3%,75.3%,84.8%,.,Approaching Target,25,30.5%,40.7%,64.0%,57.8%,73.1%,81.9%,2.41,Meeting Target,32,36.8%,49.2%,50.0%,31.8%,42.8%,53.3%,3.69,Not Meeting Target,25,30.5%,40.7%,4.0%,5.0%,12.4%,21.2%,1.80,Approaching Target,25,30.5%,40.7%,12.0%,10.1%,20.4%,26.9%,2.18,Meeting Target,71,53.5%,38.8%,46.8%,53.6%,3.99
10X237,"The Marie Curie School for Medicine, Nursing, and",High School,Approaching Target,2.73,Meeting Target,17,14.2%,32.1%,58.8%,41.1%,58.5%,71.8%,3.02,Approaching Target,24,20.0%,50.8%,50.0%,47.3%,62.1%,73.5%,2.18,Approaching Target,25,20.8%,34.8%,52.0%,51.0%,68.6%,78.4%,2.06,Approaching Target,57,47.5%,63.3%,57.9%,49.9%,65.3%,74.2%,2.52,Approaching Target,70,56.9%,76.1%,31.4%,23.5%,34.5%,45.0%,2.72,Approaching Target,57,47.5%,63.3%,9.6%,5.0%,10.2%,17.3%,2.88,Approaching Target,57,47.5%,63.3%,14.0%,8.9%,17.9%,23.6%,2.57,Meeting Target,125,45.4%,32.0%,40.0%,46.8%,3.79
10X243,West Bronx Academy for the Future,High School,Meeting Target,3.23,Approaching Target,17,24.3%,54.9%,64.7%,48.2%,65.6%,78.9%,2.95,Exceeding Target,18,25.7%,65.2%,77.8%,51.1%,65.9%,77.3%,4.03,,6,8.6%,14.4%,N<10,53.6%,71.2%,81.0%,.,Approaching Target,33,47.1%,62.8%,69.7%,56.8%,72.2%,81.1%,2.84,Exceeding Target,39,51.3%,68.6%,64.1%,34.2%,45.2%,55.7%,4.49,Exceeding Target,33,47.1%,62.8%,31.8%,5.0%,10.5%,17.9%,4.99,Meeting Target,33,47.1%,62.8%,24.2%,10.8%,21.9%,28.9%,3.33,Exceeding Target,63,55.6%,37.4%,45.4%,52.2%,4.29
10X264,Bronx Academy for Software Engineering (BASE),High School,Approaching Target,2.99,Meeting Target,25,25.3%,57.1%,64.0%,39.5%,56.9%,70.2%,3.53,Approaching Target,26,26.3%,66.8%,50.0%,47.7%,62.5%,73.9%,2.16,,10,10.1%,16.9%,40.0%,43.5%,61.1%,70.9%,.,Approaching Target,34,34.3%,45.7%,55.9%,42.9%,58.3%,67.2%,2.84,Meeting Target,42,39.6%,52.9%,35.7%,23.5%,34.5%,45.0%,3.11,Approaching Target,34,34.3%,45.7%,8.8%,5.0%,10.3%,17.6%,2.72,Meeting Target,34,34.3%,45.7%,17.6%,7.3%,14.8%,19.5%,3.60,Exceeding Target,97,58.8%,40.6%,48.6%,55.4%,4.29
10X268,Kingsbridge International High School,High School,Not Meeting Target,1.71,Approaching Target,21,14.8%,33.4%,28.6%,27.7%,45.1%,58.4%,2.05,,2,1.4%,3.6%,N<10,.,.,.,.,Approaching Target,139,97.9%,100.0%,64.0%,63.1%,78.1%,86.5%,2.06,Not Meeting Target,48,33.8%,45.1%,37.5%,43.9%,59.3%,68.2%,1.64,Not Meeting Target,51,43.2%,57.8%,17.6%,20.8%,31.8%,42.3%,1.84,Approaching Target,48,33.8%,45.1%,9.4%,5.8%,20.2%,34.3%,2.25,Approaching Target,48,33.8%,45.1%,12.5%,8.1%,16.3%,21.5%,2.54,Not Meeting Target,102,31.4%,39.7%,47.7%,54.5%,1.21
10X284,Bronx School of Law and Finance,High School,Meeting Target,3.07,Meeting Target,15,18.8%,42.4%,60.0%,35.8%,53.2%,66.5%,3.51,Meeting Target,16,20.0%,50.8%,62.5%,47.1%,61.9%,73.3%,3.05,Meeting Target,26,32.5%,54.4%,76.9%,50.1%,67.7%,77.5%,3.94,Exceeding Target,36,45.0%,60.0%,72.2%,45.2%,60.6%,69.5%,4.15,Exceeding Target,41,40.6%,54.3%,48.8%,19.9%,30.5%,40.8%,4.48,Meeting Target,36,45.0%,60.0%,13.9%,5.0%,10.0%,15.7%,3.68,Approaching Target,36,45.0%,60.0%,13.9%,7.4%,15.0%,19.8%,2.86,Exceeding Target,102,61.7%,28.7%,36.7%,43.5%,4.99
10X342,International School for Liberal Arts,High School,Approaching Target,2.50,Not Meeting Target,30,29.1%,65.7%,50.0%,55.1%,70.9%,83.1%,1.61,,6,5.8%,14.7%,N<10,53.3%,68.1%,79.5%,.,Not Meeting Target,90,87.4%,100.0%,60.0%,66.0%,79.9%,87.6%,1.34,Not Meeting Target,54,52.4%,69.9%,48.1%,63.4%,76.6%,84.3%,1.00,Not Meeting Target,45,39.1%,52.3%,31.1%,51.9%,62.9%,73.4%,1.00,Not Meeting Target,54,52.4%,69.9%,18.5%,18.9%,37.0%,54.8%,1.95,Not Meeting Target,54,52.4%,69.9%,14.8%,18.9%,32.4%,41.0%,1.69,Approaching Target,94,42.6%,39.1%,47.1%,53.9%,2.44
10X351,Bronx Collaborative High School,High School,Approaching Target,2.98,Meeting Target,37,30.6%,69.1%,56.8%,34.8%,52.2%,65.5%,3.35,Meeting Target,26,21.5%,54.6%,61.5%,39.3%,54.1%,65.5%,3.65,Not Meeting Target,26,21.5%,36.0%,46.2%,47.6%,65.2%,75.0%,1.88,Approaching Target,67,55.4%,73.9%,56.7%,42.5%,57.9%,66.8%,2.92,Exceeding Target,66,52.8%,70.6%,43.9%,20.4%,31.4%,41.9%,4.12,Not Meeting Target,67,55.4%,73.9%,0.0%,5.0%,10.0%,15.0%,1.00,Exceeding Target,67,55.4%,73.9%,23.9%,6.9%,14.0%,18.5%,4.56,Approaching Target,106,35.8%,32.6%,40.6%,47.4%,2.40
10X353,World View High School,High School,Exceeding Target,4.58,Exceeding Target,21,19.3%,43.6%,81.0%,26.5%,43.9%,57.2%,4.99,Exceeding Target,24,22.0%,55.8%,79.2%,40.2%,55.0%,66.4%,4.78,Exceeding Target,47,43.1%,72.2%,91.5%,40.6%,58.2%,68.0%,4.99,Exceeding Target,44,40.4%,53.9%,84.1%,37.5%,52.9%,61.8%,4.99,Exceeding Target,33,35.9%,48.0%,33.3%,14.9%,23.0%,30.7%,4.21,Meeting Target,44,40.4%,53.9%,11.4%,5.0%,10.6%,18.0%,3.11,Approaching Target,44,40.4%,53.9%,13.6%,7.8%,15.8%,20.9%,2.73,Exceeding Target,70,52.9%,23.1%,31.1%,37.9%,4.99
10X368,In-Tech Academy (M.S. / High School 368),High School,Meeting Target,3.26,,11,10.2%,23.0%,81.8%,53.9%,70.2%,82.7%,.,Meeting Target,17,15.7%,39.8%,76.5%,57.0%,71.8%,83.2%,3.41,,13,12.0%,20.1%,84.6%,59.7%,76.1%,85.3%,.,Approaching Target,27,25.0%,33.3%,70.4%,60.7%,74.9%,83.1%,2.68,Meeting Target,50,48.5%,64.8%,56.0%,37.9%,48.9%,59.4%,3.68,Exceeding Target,27,25.0%,33.3%,25.9%,5.0%,15.2%,25.8%,4.01,Meeting Target,27,25.0%,33.3%,25.9%,12.2%,24.6%,32.4%,3.17,Meeting Target,118,61.0%,46.3%,54.3%,61.1%,3.99
10X374,Knowledge and Power Preparatory Academy Internatio,High School,Exceeding Target,4.31,Meeting Target,19,15.3%,34.5%,52.6%,30.5%,47.9%,61.2%,3.35,Meeting Target,33,26.6%,67.5%,66.7%,42.8%,57.6%,69.0%,3.80,Exceeding Target,23,18.5%,31.0%,69.6%,41.7%,59.3%,69.1%,4.03,Meeting Target,39,31.5%,42.0%,61.5%,38.9%,54.3%,63.2%,3.81,Exceeding Target,51,44.7%,59.8%,76.5%,24.2%,35.2%,45.7%,4.99,Exceeding Target,39,31.5%,42.0%,15.4%,5.0%,10.0%,15.0%,4.05,Exceeding Target,39,31.5%,42.0%,23.1%,5.5%,11.0%,14.6%,4.99,Exceeding Target,98,61.2%,40.3%,48.3%,55.1%,4.51
10X433,High School for Teaching and the Professions,High School,Meeting Target,3.53,Exceeding Target,23,23.0%,51.9%,69.6%,34.8%,52.2%,65.5%,4.22,Exceeding Target,11,11.0%,27.9%,72.7%,37.8%,52.6%,64.0%,4.53,Meeting Target,37,37.0%,62.0%,78.4%,52.0%,69.6%,79.4%,3.90,Exceeding Target,46,46.0%,61.3%,71.7%,43.2%,58.6%,67.5%,4.23,Exceeding Target,48,42.9%,57.4%,50.0%,22.5%,33.5%,44.0%,4.35,Not Meeting Target,46,46.0%,61.3%,2.2%,5.0%,10.0%,15.4%,1.44,Approaching Target,46,46.0%,61.3%,8.7%,8.1%,16.4%,21.6%,2.07,Meeting Target,113,43.4%,29.5%,37.5%,44.3%,3.87
10X434,Belmont Preparatory High School,High School,Exceeding Target,4.02,Meeting Target,20,23.0%,51.9%,75.0%,46.4%,63.8%,77.1%,3.84,Meeting Target,16,18.4%,46.7%,68.8%,51.6%,66.4%,77.8%,3.21,Exceeding Target,20,23.0%,38.5%,85.0%,57.5%,74.8%,84.5%,4.03,Meeting Target,38,43.7%,58.3%,76.3%,56.3%,71.7%,80.6%,3.52,Exceeding Target,47,43.9%,58.7%,61.7%,31.1%,42.1%,52.6%,4.53,Exceeding Target,38,43.7%,58.3%,35.5%,5.0%,13.2%,22.4%,4.80,Exceeding Target,38,43.7%,58.3%,39.5%,9.5%,19.3%,25.5%,4.99,Exceeding Target,98,69.4%,45.4%,53.4%,60.2%,4.77
10X437,Fordham High School for the Arts,High School,Exceeding Target,4.32,,3,4.8%,10.8%,N<5,48.2%,65.6%,78.9%,.,Exceeding Target,10,16.1%,40.9%,90.0%,54.1%,68.9%,80.3%,4.59,,1,1.6%,2.7%,N<10,63.4%,78.3%,86.6%,.,,7,11.3%,15.1%,85.7%,54.8%,70.2%,79.1%,.,Exceeding Target,20,23.0%,30.7%,70.0%,38.2%,49.2%,59.7%,4.60,,7,11.3%,15.1%,42.9%,5.0%,14.0%,23.8%,.,,7,11.3%,15.1%,28.6%,10.9%,22.1%,29.1%,.,Exceeding Target,101,69.7%,46.5%,54.5%,61.3%,4.71
